time,step,rank,num_samples,compute_time,compute_time_master
1.6689300537109375e-05,1,1,242,5.295994758605957,1.5020370483398438e-05
2.3603439331054688e-05,1,2,242,5.480644464492798,2.193450927734375e-05
2.574920654296875e-05,1,3,242,6.487144470214844,2.4080276489257812e-05
2.765655517578125e-05,1,4,242,5.32385778427124,2.5987625122070312e-05
3.170967102050781e-05,1,5,242,5.32072377204895,3.0040740966796875e-05
3.4809112548828125e-05,1,6,242,7.639036655426025,3.314018249511719e-05
3.647804260253906e-05,1,7,242,7.655669212341309,3.4809112548828125e-05
3.814697265625e-05,1,8,242,8.88631010055542,3.647804260253906e-05
4.00543212890625e-05,1,9,242,7.573373317718506,3.838539123535156e-05
4.220008850097656e-05,1,10,242,10.355300426483154,4.0531158447265625e-05
10.964483499526978,2,1,242,6.737408638000488,1.4066696166992188e-05
10.964489698410034,2,2,242,7.680448055267334,2.0265579223632812e-05
10.964491844177246,2,3,242,5.454097747802734,2.2411346435546875e-05
10.964494228363037,2,4,242,5.536785364151001,2.47955322265625e-05
10.96449589729309,2,5,242,5.524166822433472,2.6464462280273438e-05
10.964498043060303,2,6,242,10.282187938690186,2.86102294921875e-05
10.964499711990356,2,7,242,7.6340203285217285,3.0279159545898438e-05
10.964502811431885,2,8,242,6.19833517074585,3.337860107421875e-05
10.964504718780518,2,9,242,5.375077486038208,3.528594970703125e-05
10.96450662612915,2,10,242,5.274953126907349,3.719329833984375e-05
22.712353944778442,3,1,242,5.7940144538879395,1.430511474609375e-05
22.7123601436615,3,2,242,6.130047559738159,2.0503997802734375e-05
22.71236252784729,3,3,242,5.453719854354858,2.288818359375e-05
22.712364435195923,3,4,242,5.897931098937988,2.47955322265625e-05
22.712366580963135,3,5,242,7.45945405960083,2.6941299438476562e-05
22.712368726730347,3,6,242,5.332949876785278,2.9087066650390625e-05
22.712371826171875,3,7,242,7.412116765975952,3.218650817871094e-05
22.712373971939087,3,8,242,11.19243860244751,3.4332275390625e-05
22.71237564086914,3,9,242,5.361275672912598,3.600120544433594e-05
22.712377309799194,3,10,242,5.4344565868377686,3.7670135498046875e-05
33.602055311203,4,1,242,5.313851833343506,1.33514404296875e-05
33.60206151008606,4,2,242,7.4018638134002686,1.9550323486328125e-05
33.60206341743469,4,3,242,5.631594896316528,2.1457672119140625e-05
33.602065563201904,4,4,242,5.504162788391113,2.3603439331054688e-05
33.60206723213196,4,5,242,5.265730381011963,2.5272369384765625e-05
33.60206913948059,4,6,242,5.511862516403198,2.7179718017578125e-05
33.602072954177856,4,7,242,7.3161940574646,3.0994415283203125e-05
33.60207462310791,4,8,242,6.584140300750732,3.266334533691406e-05
33.602076292037964,4,9,242,5.730332374572754,3.4332275390625e-05
33.60207796096802,4,10,242,10.385597705841064,3.600120544433594e-05
41.6982581615448,5,1,242,5.294917821884155,1.3589859008789062e-05
41.69826412200928,5,2,242,5.625134706497192,1.9550323486328125e-05
