time,loss,learning_rate,step,accuracy
5817.449397087097,0.51514447,0.001,577,0.6
5829.0314083099365,0.5445601,0.001,578,0.65
5837.095663309097,0.4625076,0.001,579,0.57
5845.844103813171,0.69451106,0.001,580,0.64
5856.941864728928,0.60688585,0.001,581,0.63
5864.871202468872,0.7908736,0.001,582,0.57
5872.906784057617,1.0203038,0.001,583,0.59
5883.980430603027,0.87012774,0.001,584,0.56
5891.955092906952,0.99378014,0.001,585,0.63
5902.852676868439,0.6734572,0.001,586,0.67
5911.128976345062,0.5589193,0.001,587,0.63
5921.710151433945,0.685034,0.001,588,0.6
5933.90195608139,0.65918684,0.001,589,0.73
5942.850361824036,0.7042401,0.001,590,0.56
5953.89764547348,0.54690564,0.001,591,0.71
5961.933888912201,0.62346727,0.001,592,0.66
5973.34322142601,0.47910234,0.001,593,0.73
5984.534096240997,0.3595025,0.001,594,0.68
5995.361188411713,0.41710278,0.001,595,0.74
6003.340139627457,0.40390846,0.001,596,0.62
6011.294336080551,0.51298875,0.001,597,0.76
6019.839242696762,0.52947587,0.001,598,0.65
6027.471270799637,0.40865365,0.001,599,0.62
6035.762946844101,0.4895323,0.001,600,0.69
6046.829637527466,0.4499141,0.001,601,0.62
6057.904839754105,0.37527025,0.001,602,0.68
6069.069317102432,0.5378607,0.001,603,0.54
6079.544085264206,0.5341368,0.001,604,0.72
6091.02786564827,0.8553397,0.001,605,0.58
6097.802245378494,0.7705553,0.001,606,0.64
6105.20348739624,0.8584057,0.001,607,0.56
6116.001982212067,0.651046,0.001,608,0.69
6127.76304101944,0.49846235,0.001,609,0.66
6138.867522239685,0.42442822,0.001,610,0.68
6149.316203594208,0.4964761,0.001,611,0.63
6160.11638879776,0.43824664,0.001,612,0.63
6170.751766443253,0.48110536,0.001,613,0.59
6178.675045013428,0.65577006,0.001,614,0.58
6189.348321199417,0.5272263,0.001,615,0.61
6200.749712467194,0.5254476,0.001,616,0.66
6211.984108686447,0.3840675,0.001,617,0.6
6220.566578626633,0.47668025,0.001,618,0.69
6231.583396911621,0.4096065,0.001,619,0.62
6242.2622146606445,0.43906787,0.001,620,0.69
6253.324555635452,0.3603427,0.001,621,0.64
6260.89737033844,0.41197956,0.001,622,0.61
6272.796029806137,0.33976194,0.001,623,0.63
6283.710941791534,0.37409955,0.001,624,0.68
6295.266867160797,0.31564638,0.001,625,0.65
6306.315098285675,0.29158625,0.001,626,0.71
6314.407699346542,0.30498272,0.001,627,0.62
6322.590789079666,0.43122,0.001,628,0.58
6333.848162889481,0.5308948,0.001,629,0.63
6344.891060590744,0.5157387,0.001,630,0.57
6356.700925350189,0.5765667,0.001,631,0.55
6367.889284133911,0.787401,0.001,632,0.62
6374.627469778061,0.6161616,0.001,633,0.58
6386.102387905121,0.93805355,0.001,634,0.54
6398.305654525757,0.88972557,0.001,635,0.63
6409.418461084366,0.55896217,0.001,636,0.65
6420.855783462524,0.42043215,0.001,637,0.72
6429.138210773468,0.35874426,0.001,638,0.62
6436.185264825821,0.28449407,0.001,639,0.71
6447.540401935577,0.3069036,0.001,640,0.64
6456.292515039444,0.24419484,0.001,641,0.68
6467.457464694977,0.32710356,0.001,642,0.62
6478.859739303589,0.26055497,0.001,643,0.67
6487.787983894348,0.349284,0.001,644,0.63
6499.709611654282,0.22843808,0.001,645,0.7
6507.591981172562,0.26610744,0.001,646,0.6
6519.468008041382,0.2635119,0.001,647,0.68
6531.787945508957,0.27048883,0.001,648,0.6
6543.09509062767,0.25589117,0.001,649,0.68
6554.321786165237,0.2621206,0.001,650,0.59
6562.195926427841,0.3481005,0.001,651,0.6
6570.693013429642,0.76753634,0.001,652,0.59
6578.587959527969,0.51085234,0.001,653,0.49
6586.346678495407,1.3003172,0.001,654,0.49
6597.407979726791,1.0895993,0.001,655,0.49
6608.791438817978,0.9364434,0.001,656,0.61
6618.049543619156,0.6843957,0.001,657,0.53
6625.7073402404785,0.7296007,0.001,658,0.6
6637.116199016571,0.49768013,0.001,659,0.72
6644.686264753342,0.4243386,0.001,660,0.66
6652.7531843185425,0.3868681,0.001,661,0.71
6660.961337327957,0.3702351,0.001,662,0.69
6672.088604927063,0.24494083,0.001,663,0.67
6680.627201795578,0.24622327,0.001,664,0.7
6689.688563585281,0.24719258,0.001,665,0.65
6701.353799581528,0.1414657,0.001,666,0.69
6709.390461683273,0.20304944,0.001,667,0.66
6718.203741312027,0.28728795,0.001,668,0.66
6725.841839551926,0.2597838,0.001,669,0.68
6736.773200511932,0.39112625,0.001,670,0.69
6747.681485652924,0.21849217,0.001,671,0.65
6755.527631759644,0.26539686,0.001,672,0.71
6763.728427410126,0.10217637,0.001,673,0.68
6774.465694904327,0.18788452,0.001,674,0.67
6786.110377073288,0.17353347,0.001,675,0.7
6796.85461807251,0.15669008,0.001,676,0.59
6804.981099128723,0.18159182,0.001,677,0.74
6817.057183742523,0.24832183,0.001,678,0.56
6828.308337688446,0.18224354,0.001,679,0.71
6840.081080675125,0.62620527,0.001,680,0.56
6851.06214094162,0.6527308,0.001,681,0.65
6862.724010705948,0.5576164,0.001,682,0.61
6871.290629148483,0.6023915,0.001,683,0.64
6879.47074174881,0.9332646,0.001,684,0.59
6890.417465925217,0.5080559,0.001,685,0.59
6901.522859811783,0.48600388,0.001,686,0.6
6912.679951429367,0.49289396,0.001,687,0.69
6924.612504005432,0.1849717,0.001,688,0.7
6936.540885448456,0.16485229,0.001,689,0.69
6947.580952882767,0.1619883,0.001,690,0.71
6956.5582439899445,0.13332014,0.001,691,0.7
6967.743273019791,0.13908878,0.001,692,0.71
6978.447381258011,0.1117902,0.001,693,0.72
6987.101728916168,0.10141171,0.001,694,0.76
6998.483792066574,0.10304572,0.001,695,0.69
7006.801849603653,0.105872266,0.001,696,0.72
7017.61243724823,0.122670546,0.001,697,0.72
7027.52846455574,0.14549045,0.001,698,0.69
7035.4160940647125,0.16758,0.001,699,0.7
7046.252778053284,0.17072171,0.001,700,0.7
7057.6174120903015,0.38193384,0.001,701,0.56
7068.259347915649,0.40597013,0.001,702,0.69
7080.145294189453,0.35446858,0.001,703,0.68
7088.06365776062,0.316329,0.001,704,0.57
7099.016112327576,1.0284625,0.001,705,0.53
7110.430070877075,0.9123358,0.001,706,0.52
7118.946272611618,0.68469375,0.001,707,0.55
7130.139699935913,0.78886276,0.001,708,0.58
7139.084960699081,0.71699053,0.001,709,0.52
7150.201756000519,0.82979125,0.001,710,0.65
7159.402566194534,0.33716306,0.001,711,0.69
7171.321675777435,0.20561303,0.001,712,0.71
7182.471917629242,0.15180701,0.001,713,0.71
7193.949559926987,0.0686186,0.001,714,0.71
7205.21043920517,0.11724664,0.001,715,0.69
7214.214192867279,0.09163701,0.001,716,0.73
7221.962996721268,0.07713449,0.001,717,0.72
7232.464358329773,0.07804267,0.001,718,0.72
7243.410116195679,0.08618926,0.001,719,0.73
7251.8448078632355,0.075911015,0.001,720,0.73
7262.2772743701935,0.10128789,0.001,721,0.7
7270.675557613373,0.034324493,0.001,722,0.72
7281.3523490428925,0.07076034,0.001,723,0.72
7288.943418741226,0.10582984,0.001,724,0.73
7296.96487736702,0.24214143,0.001,725,0.61
7308.077227830887,0.39197272,0.001,726,0.66
7319.489380121231,0.58643603,0.001,727,0.61
7330.5346620082855,0.52188843,0.001,728,0.62
7338.590010643005,0.6495,0.001,729,0.58
7349.779674053192,0.665489,0.001,730,0.69
7358.403286457062,0.3755394,0.001,731,0.62
7369.300494432449,0.2433363,0.001,732,0.7
7377.790398359299,0.2932188,0.001,733,0.65
7386.999493360519,0.15273826,0.001,734,0.72
7397.865832090378,0.14352788,0.001,735,0.7
7406.799646615982,0.2078064,0.001,736,0.72
7416.322428703308,0.08879506,0.001,737,0.73
7427.123199939728,0.0636683,0.001,738,0.71
7438.830035209656,0.028862225,0.001,739,0.72
7449.862726211548,0.06257813,0.001,740,0.75
7457.7884349823,0.045417942,0.001,741,0.7
7465.492835283279,0.040595476,0.001,742,0.76
7476.756322145462,0.032142848,0.001,743,0.72
7484.782933473587,0.038240585,0.001,744,0.73
7495.594470739365,0.07416649,0.001,745,0.7
7507.000465393066,0.17791648,0.001,746,0.63
7517.827262163162,0.25262207,0.001,747,0.63
7528.924728155136,0.57033396,0.001,748,0.56
7539.7743191719055,0.55651015,0.001,749,0.55
7546.588384151459,1.349854,0.001,750,0.59
7557.634037494659,0.67996615,0.001,751,0.63
7568.305401325226,0.29275042,0.001,752,0.64
7579.4863538742065,0.50452256,0.001,753,0.64
7587.765949487686,0.3339152,0.001,754,0.68
7595.995018482208,0.23942195,0.001,755,0.67
7604.201518058777,0.09708108,0.001,756,0.71
7615.12855887413,0.10111174,0.001,757,0.71
7624.107563734055,0.06819449,0.001,758,0.73
7635.907507181168,0.04626513,0.001,759,0.72
7646.8246812820435,0.06646052,0.001,760,0.71
7658.263009786606,0.027364472,0.001,761,0.73
7665.641229152679,0.04268785,0.001,762,0.76
7673.601620435715,0.038879134,0.001,763,0.73
7684.557460069656,0.039837193,0.001,764,0.72
7692.225117921829,0.028440688,0.001,765,0.72
7701.037099123001,0.05756739,0.001,766,0.72
7711.764622926712,0.044138663,0.001,767,0.71
7719.498020172119,0.052230358,0.001,768,0.69
7728.301396846771,0.111828394,0.001,769,0.68
7736.812074184418,0.3614818,0.001,770,0.63
7748.814042568207,0.32459512,0.001,771,0.62
7760.106847286224,0.34223163,0.001,772,0.65
7768.425476074219,1.1392152,0.001,773,0.52
7776.880405187607,0.8148944,0.001,774,0.56
7788.316771507263,0.63582873,0.001,775,0.6
7796.358899354935,0.55144286,0.001,776,0.6
7807.391901254654,0.33409512,0.001,777,0.6
7818.977588176727,0.33713728,0.001,778,0.61
7830.158547878265,0.17169018,0.001,779,0.69
7839.797113656998,0.15941946,0.001,780,0.69
7850.738104343414,0.1080333,0.001,781,0.72
7859.642956733704,0.0544889,0.001,782,0.71
7870.534049510956,0.092754684,0.001,783,0.71
7878.733017683029,0.052991413,0.001,784,0.72
7886.997609615326,0.034944247,0.001,785,0.7
7894.963898181915,0.04733352,0.001,786,0.72
7903.029009342194,0.045262024,0.001,787,0.69
7911.681757926941,0.06553928,0.001,788,0.73
7922.2508893013,0.043475688,0.001,789,0.68
7933.943095445633,0.022559235,0.001,790,0.72
7945.248842954636,0.03448473,0.001,791,0.71
7953.877047538757,0.025809176,0.001,792,0.71
7962.106492757797,0.07688063,0.001,793,0.71
7972.900305271149,0.02618163,0.001,794,0.72
7983.805958747864,0.029429251,0.001,795,0.71
7994.6488308906555,0.032612063,0.001,796,0.71
8005.994203090668,0.042030398,0.001,797,0.7
8016.611203670502,0.060850162,0.001,798,0.72
8024.684908628464,0.055282366,0.001,799,0.71
8032.868223190308,0.046137355,0.001,800,0.63
8043.692839860916,0.20079836,0.001,801,0.63
8051.908264398575,0.72461396,0.001,802,0.57
8063.575098991394,1.117322,0.001,803,0.58
8074.679447650909,0.6968759,0.001,804,0.5
8087.1707882881165,1.2565026,0.001,805,0.46
8097.809282302856,1.1193562,0.001,806,0.55
8108.754138946533,1.254502,0.001,807,0.57
8119.752399682999,0.9280847,0.001,808,0.59
8131.058112382889,0.34863764,0.001,809,0.68
8139.358394861221,0.44716966,0.001,810,0.63
8147.667198896408,0.2737077,0.001,811,0.7
8156.907091140747,0.17454687,0.001,812,0.67
8168.138781547546,0.07078516,0.001,813,0.7
8179.3604209423065,0.028205955,0.001,814,0.7
8187.96396279335,0.04034362,0.001,815,0.7
8199.080582618713,0.041527294,0.001,816,0.72
8210.533897399902,0.049920082,0.001,817,0.71
8218.886266946793,0.039209034,0.001,818,0.72
8230.40303182602,0.038762655,0.001,819,0.71
8241.818521499634,0.036265705,0.001,820,0.71
8249.098979234695,0.036714558,0.001,821,0.71
8259.877925634384,0.015939068,0.001,822,0.73
8270.888043880463,0.040707305,0.001,823,0.72
8282.136873483658,0.01915929,0.001,824,0.71
8290.520540952682,0.017935185,0.001,825,0.7
8301.422333478928,0.02385697,0.001,826,0.7
8309.395715475082,0.018956043,0.001,827,0.7
8317.347457885742,0.009623375,0.001,828,0.71
8328.4439265728,0.020055978,0.001,829,0.72
8336.651609659195,0.010499378,0.001,830,0.68
8348.648992061615,0.046936292,0.001,831,0.71
8359.119074583054,0.37033582,0.001,832,0.65
8369.811608314514,0.35795742,0.001,833,0.6
8377.238448143005,0.57723635,0.001,834,0.59
8385.144517421722,0.8510976,0.001,835,0.52
8394.23719549179,0.5213467,0.001,836,0.64
8404.690798521042,1.0771784,0.001,837,0.57
8412.69259428978,0.6585588,0.001,838,0.6
8423.665986299515,0.54316455,0.001,839,0.65
8434.264260530472,0.35384306,0.001,840,0.68
8442.816617250443,0.20230672,0.001,841,0.65
8454.009475946426,0.14609192,0.001,842,0.67
8464.489492177963,0.025228774,0.001,843,0.7
8475.236654520035,0.043343496,0.001,844,0.7
8485.28153538704,0.02429844,0.001,845,0.71
8496.32441830635,0.009326086,0.001,846,0.74
8503.831858873367,0.010338073,0.001,847,0.72
8511.644749164581,0.016674627,0.001,848,0.72
8520.106283903122,0.021470504,0.001,849,0.71
8529.228595495224,0.022613408,0.001,850,0.71
8540.221666097641,0.016815376,0.001,851,0.7
8552.035298585892,0.0079714935,0.001,852,0.73
8560.252337217331,0.010440693,0.001,853,0.75
8571.465609073639,0.013393062,0.001,854,0.73
8582.812958955765,0.0074297106,0.001,855,0.73
8593.696724414825,0.007974477,0.001,856,0.72
8604.50652885437,0.0063619344,0.001,857,0.72
8615.363531827927,0.009446416,0.001,858,0.74
8627.132358074188,0.004924871,0.001,859,0.71
8638.142801046371,0.0058431085,0.001,860,0.73
8649.131253004074,0.007353194,0.001,861,0.73
8660.732805252075,0.01995132,0.001,862,0.72
8671.699452161789,0.0868683,0.001,863,0.73
8682.781804561615,0.03836746,0.001,864,0.75
8690.49630355835,0.04908249,0.001,865,0.6
8701.321448087692,0.14548099,0.001,866,0.59
8712.123319387436,0.595526,0.001,867,0.56
8722.82956957817,0.70632297,0.001,868,0.48
8733.78874707222,1.3781704,0.001,869,0.46
8745.074238538742,1.6130728,0.001,870,0.42
8752.988576173782,1.7351433,0.001,871,0.51
8763.667388916016,1.3780612,0.001,872,0.59
8775.488274335861,0.8313199,0.001,873,0.61
8786.85620355606,0.5499755,0.001,874,0.7
8795.276106119156,0.15403414,0.001,875,0.71
8803.670306682587,0.11015408,0.001,876,0.71
8815.02213048935,0.085175835,0.001,877,0.74
8826.825619459152,0.07351673,0.001,878,0.73
8834.605696678162,0.043144338,0.001,879,0.71
8845.191260576248,0.039943032,0.001,880,0.73
8856.213983297348,0.050886605,0.001,881,0.74
8864.214530706406,0.05231317,0.001,882,0.74
8874.86391711235,0.042525433,0.001,883,0.72
8882.339314699173,0.027113521,0.001,884,0.72
8893.768272638321,0.040544584,0.001,885,0.72
8904.541726589203,0.027926864,0.001,886,0.69
8912.909081935883,0.035894062,0.001,887,0.74
8920.77963423729,0.014309913,0.001,888,0.72
8932.542763710022,0.020310195,0.001,889,0.73
8940.656825065613,0.055646047,0.001,890,0.72
8951.336214065552,0.035628345,0.001,891,0.73
8962.300482988358,0.029028397,0.001,892,0.72
8973.209289073944,0.038170423,0.001,893,0.69
8983.94808769226,0.016708115,0.001,894,0.68
8994.767046928406,0.012894321,0.001,895,0.76
9003.060991048813,0.08496341,0.001,896,0.62
9013.651923418045,0.16174264,0.001,897,0.71
9021.91727590561,0.38858268,0.001,898,0.57
9032.997565746307,0.33911917,0.001,899,0.64
9044.523092985153,0.5765012,0.001,900,0.5
9055.285231590271,0.89071757,0.001,901,0.53
9067.057450771332,0.6390023,0.001,902,0.64
9075.678312301636,0.41312337,0.001,903,0.7
9086.675078868866,0.14670426,0.001,904,0.66
9097.658076286316,0.09004094,0.001,905,0.69
9108.506613492966,0.16876723,0.001,906,0.65
9119.877376317978,0.062280472,0.001,907,0.71
9130.506699800491,0.026350636,0.001,908,0.68
9142.469305753708,0.022169873,0.001,909,0.72
9154.293929100037,0.043296184,0.001,910,0.71
9165.630387067795,0.02026939,0.001,911,0.7
9176.015143871307,0.018296404,0.001,912,0.69
9188.06908774376,0.05522759,0.001,913,0.71
9199.02325630188,0.021288512,0.001,914,0.72
9210.061198711395,0.027408874,0.001,915,0.71
9216.795935869217,0.015583624,0.001,916,0.72
9227.629564762115,0.008706335,0.001,917,0.71
9234.785961866379,0.012371419,0.001,918,0.72
9246.035912513733,0.037879497,0.001,919,0.73
9254.204086303711,0.08710654,0.001,920,0.65
9265.130861759186,0.09086574,0.001,921,0.65
9275.910505771637,0.37597573,0.001,922,0.62
9286.835304737091,0.68258,0.001,923,0.56
9298.63879609108,0.74202895,0.001,924,0.67
9307.267816066742,0.44298366,0.001,925,0.5
9318.075733184814,0.49884117,0.001,926,0.57
9329.295543909073,0.7460612,0.001,927,0.58
9340.212128400803,0.63074106,0.001,928,0.65
9350.84875369072,0.4644156,0.001,929,0.61
9362.609806060791,0.5702109,0.001,930,0.64
9373.635593175888,0.3355967,0.001,931,0.68
9385.027338027954,0.09839979,0.001,932,0.7
9396.898444652557,0.05339194,0.001,933,0.72
9408.05119562149,0.02482222,0.001,934,0.7
9418.700707674026,0.026495596,0.001,935,0.7
9427.2068400383,0.02585654,0.001,936,0.72
9438.319412231445,0.036217164,0.001,937,0.69
9449.165981769562,0.023085598,0.001,938,0.7
9460.174841880798,0.023847988,0.001,939,0.73
9468.373430728912,0.02453424,0.001,940,0.7
9479.74173784256,0.011317471,0.001,941,0.67
9490.544696569443,0.01732609,0.001,942,0.7
9498.793828964233,0.022766564,0.001,943,0.7
9510.037453889847,0.005576671,0.001,944,0.69
9517.567813873291,0.0025119283,0.001,945,0.69
9528.282569885254,0.012510455,0.001,946,0.71
9539.191985368729,0.0036506616,0.001,947,0.7
9551.313360452652,0.0048900163,0.001,948,0.71
9559.432304859161,0.0036396508,0.001,949,0.71
9570.624891281128,0.0031816144,0.001,950,0.7
9582.114195108414,0.0041312673,0.001,951,0.69
9590.127219200134,0.014405363,0.001,952,0.69
9601.099029779434,0.01833203,0.001,953,0.67
9607.81972193718,0.044623803,0.001,954,0.69
9615.929116725922,0.03308478,0.001,955,0.61
9627.09510064125,0.2656193,0.001,956,0.58
9638.142083644867,0.66358316,0.001,957,0.49
9649.798486948013,1.0175316,0.001,958,0.54
9657.95336651802,1.0918752,0.001,959,0.57
9666.055008649826,1.0474652,0.001,960,0.49
9677.395052909851,1.2493567,0.001,961,0.58
9685.80502462387,0.51533884,0.001,962,0.6
9697.046401023865,0.4256561,0.001,963,0.64
9708.652078390121,0.22428904,0.001,964,0.7
9719.573127269745,0.13562669,0.001,965,0.71
9727.589383840561,0.034116365,0.001,966,0.75
9736.564441919327,0.024554126,0.001,967,0.75
9747.786020755768,0.016892485,0.001,968,0.74
9758.797359466553,0.020933047,0.001,969,0.73
9765.615436553955,0.025187647,0.001,970,0.73
9773.517141819,0.017800307,0.001,971,0.71
9784.8783493042,0.010543691,0.001,972,0.73
9792.647723674774,0.02613646,0.001,973,0.71
9803.174846410751,0.017612882,0.001,974,0.74
9811.545336008072,0.013045192,0.001,975,0.73
9819.487005710602,0.006235819,0.001,976,0.7
9830.23994898796,0.009374533,0.001,977,0.69
9838.636211156845,0.027418502,0.001,978,0.73
9849.899446964264,0.007827407,0.001,979,0.73
9861.02339720726,0.009964585,0.001,980,0.73
9869.450938224792,0.035012655,0.001,981,0.74
9880.324584007263,0.0035842387,0.001,982,0.68
9888.846604824066,0.010899564,0.001,983,0.72
9900.031985759735,0.022816261,0.001,984,0.73
9911.635485649109,0.0052764765,0.001,985,0.66
9923.180832862854,0.004328847,0.001,986,0.69
9934.67182636261,0.0057047373,0.001,987,0.68
9946.458459615707,0.022023005,0.001,988,0.62
9957.508493900299,0.31157398,0.001,989,0.57
9965.407354354858,1.0993822,0.001,990,0.52
9975.676092386246,0.8988328,0.001,991,0.6
9986.962096691132,0.6377239,0.001,992,0.64
9997.785554409027,1.614822,0.001,993,0.35
10009.015649080276,1.4834683,0.001,994,0.48
10020.932496786118,1.2555119,0.001,995,0.57
10031.911870479584,0.8300655,0.001,996,0.61
10042.876088619232,0.2419272,0.001,997,0.66
10053.912416696548,0.1108101,0.001,998,0.68
10061.928803682327,0.07509619,0.001,999,0.7
10072.717660427094,0.081320725,0.001,1000,0.7
10083.72551870346,0.051752698,0.001,1001,0.72
10094.642244815826,0.030584892,0.001,1002,0.71
10105.921648979187,0.023562983,0.001,1003,0.72
10114.03900885582,0.020710472,0.001,1004,0.71
10122.396837711334,0.01892612,0.001,1005,0.7
10133.810926437378,0.018377807,0.001,1006,0.71
10141.68689918518,0.032330275,0.001,1007,0.73
10152.425517082214,0.024810517,0.001,1008,0.71
10160.404627084732,0.010855077,0.001,1009,0.72
10168.71917128563,0.013837201,0.001,1010,0.72
10179.410331726074,0.028163224,0.001,1011,0.72
10186.150374650955,0.024609603,0.001,1012,0.72
10197.111968040466,0.018052546,0.001,1013,0.74
10208.47933125496,0.01423343,0.001,1014,0.74
10218.882844209671,0.025870163,0.001,1015,0.7
10229.612356424332,0.01348596,0.001,1016,0.73
10237.620585680008,0.04318534,0.001,1017,0.71
10248.861981153488,0.024473118,0.001,1018,0.7
10259.22586941719,0.0378754,0.001,1019,0.7
10269.91940689087,0.09759961,0.001,1020,0.64
10280.817169189453,0.30171973,0.001,1021,0.64
10291.402020692825,0.64440435,0.001,1022,0.65
10302.444807767868,0.47210166,0.001,1023,0.7
10311.096364736557,0.34298953,0.001,1024,0.54
10318.960671663284,0.5478612,0.001,1025,0.55
10327.611189603806,0.61067104,0.001,1026,0.63
10338.746136188507,0.5886704,0.001,1027,0.53
10349.716288089752,1.097603,0.001,1028,0.52
10358.289692640305,1.1045523,0.001,1029,0.6
10365.019072532654,0.5021803,0.001,1030,0.67
10372.979176998138,0.19605438,0.001,1031,0.71
10381.37030005455,0.055752102,0.001,1032,0.71
10393.0754134655,0.04052813,0.001,1033,0.71
10401.23004937172,0.02194067,0.001,1034,0.71
10412.09998345375,0.023421327,0.001,1035,0.71
10423.404689073563,0.02173285,0.001,1036,0.71
10435.137738704681,0.016157612,0.001,1037,0.71
10443.58161854744,0.004766449,0.001,1038,0.71
10455.439507484436,0.013413057,0.001,1039,0.7
10463.455565452576,0.009892259,0.001,1040,0.7
10474.762657880783,0.005232577,0.001,1041,0.71
10485.266872882843,0.005451694,0.001,1042,0.71
10497.080769062042,0.013025302,0.001,1043,0.72
10505.075256824493,0.0060870377,0.001,1044,0.7
10515.751112937927,0.004968889,0.001,1045,0.71
10524.541531801224,0.017177537,0.001,1046,0.71
10536.077176094055,0.0072551384,0.001,1047,0.72
10547.093209266663,0.005685335,0.001,1048,0.72
10555.93765926361,0.0060863313,0.001,1049,0.71
10566.916087150574,0.0040201857,0.001,1050,0.74
10577.952192783356,0.011571328,0.001,1051,0.73
10589.181456327438,0.010012762,0.001,1052,0.73
10597.272047042847,0.014052382,0.001,1053,0.71
10605.799992084503,0.005137945,0.001,1054,0.72
10616.959115028381,0.032882772,0.001,1055,0.72
10628.115515232086,0.03083939,0.001,1056,0.65
10639.31991815567,0.05017797,0.001,1057,0.72
10650.035646915436,0.32855207,0.001,1058,0.63
10661.376527786255,0.30049312,0.001,1059,0.52
10672.257508277893,0.48593527,0.001,1060,0.53
10680.33614206314,2.171798,0.001,1061,0.45
10691.236954450607,1.5094475,0.001,1062,0.45
10699.418860435486,1.3875333,0.001,1063,0.63
10710.759577989578,0.43394136,0.001,1064,0.63
10719.15865445137,0.18009585,0.001,1065,0.73
10730.52845954895,0.10530528,0.001,1066,0.72
10743.199019908905,0.06373328,0.001,1067,0.74
10754.189337015152,0.03484557,0.001,1068,0.74
10765.082339286804,0.023249483,0.001,1069,0.75
10773.453010559082,0.012979298,0.001,1070,0.73
10784.95718073845,0.019184282,0.001,1071,0.73
10793.161079645157,0.0112617295,0.001,1072,0.73
10803.907137393951,0.008973867,0.001,1073,0.73
10810.778487205505,0.01495371,0.001,1074,0.73
10821.668862104416,0.02524556,0.001,1075,0.76
10832.674138307571,0.0035773383,0.001,1076,0.74
10844.36996126175,0.019779308,0.001,1077,0.75
10855.265872240067,0.007705362,0.001,1078,0.72
10865.975739002228,0.012457557,0.001,1079,0.74
10873.813575983047,0.006887686,0.001,1080,0.75
10884.793176651001,0.0029438992,0.001,1081,0.75
10894.132467508316,0.009353783,0.001,1082,0.75
10905.346821308136,0.013381905,0.001,1083,0.74
10917.031646251678,0.0103182215,0.001,1084,0.76
10928.100654363632,0.0020013025,0.001,1085,0.76
10939.511425495148,0.008821531,0.001,1086,0.73
10948.563412189484,0.004524788,0.001,1087,0.76
10959.180891752243,0.005009295,0.001,1088,0.75
10967.457344532013,0.0025465218,0.001,1089,0.73
10975.08036327362,0.004485157,0.001,1090,0.74
10986.018718481064,0.016781215,0.001,1091,0.72
10993.949853181839,0.0024360833,0.001,1092,0.73
11005.020095348358,0.023488248,0.001,1093,0.71
11015.635923624039,0.12889463,0.001,1094,0.53
11026.354856967926,0.9036704,0.001,1095,0.43
11036.682728767395,1.9808303,0.001,1096,0.32
11044.608774900436,2.1794446,0.001,1097,0.31
11055.972977638245,2.5212057,0.001,1098,0.47
11066.709434986115,1.622131,0.001,1099,0.58
11077.762333154678,0.8295113,0.001,1100,0.56
11086.156541347504,0.6277572,0.001,1101,0.65
11093.88367486,0.19730927,0.001,1102,0.63
11104.470275640488,0.12005613,0.001,1103,0.69
11115.059809684753,0.054660562,0.001,1104,0.71
11126.04340171814,0.06241036,0.001,1105,0.71
11134.417045354843,0.032521877,0.001,1106,0.73
11145.252838611603,0.016057236,0.001,1107,0.71
11153.86773967743,0.04297925,0.001,1108,0.7
11162.707554340363,0.022483006,0.001,1109,0.72
11173.711759090424,0.009717475,0.001,1110,0.7
11181.275704622269,0.030888468,0.001,1111,0.69
11189.530873060226,0.023966687,0.001,1112,0.69
11200.302887678146,0.011578207,0.001,1113,0.69
11208.499725341797,0.005515395,0.001,1114,0.69
11216.432132482529,0.0045777154,0.001,1115,0.71
11223.891394138336,0.010891677,0.001,1116,0.7
11232.20462346077,0.004297975,0.001,1117,0.72
11240.450556993484,0.004888654,0.001,1118,0.7
11251.616366386414,0.00705116,0.001,1119,0.69
11262.550526380539,0.0046662595,0.001,1120,0.68
11273.80474114418,0.0016528588,0.001,1121,0.7
11284.949882030487,0.010603528,0.001,1122,0.68
11296.273600578308,0.004108105,0.001,1123,0.69
11307.140814065933,0.00266596,0.001,1124,0.7
11318.296928882599,0.004959394,0.001,1125,0.66
11329.476068735123,0.047680452,0.001,1126,0.72
11341.291342258453,0.053834528,0.001,1127,0.68
11350.065829753876,0.01589566,0.001,1128,0.52
11360.972079992294,1.2591172,0.001,1129,0.6
11367.716306686401,1.0984012,0.001,1130,0.47
11378.590914011002,1.8473082,0.001,1131,0.4
11389.807434797287,2.1145828,0.001,1132,0.38
11398.261959552765,1.8896815,0.001,1133,0.51
11409.615782260895,1.3058856,0.001,1134,0.63
11420.936569929123,0.6272383,0.001,1135,0.62
11429.061418533325,0.29964674,0.001,1136,0.7
11439.91053199768,0.23691227,0.001,1137,0.63
11447.694734811783,0.12634236,0.001,1138,0.7
11456.348984003067,0.101979114,0.001,1139,0.68
11467.311682462692,0.07972672,0.001,1140,0.68
11475.216181278229,0.017264241,0.001,1141,0.7
11486.064948797226,0.037549023,0.001,1142,0.69
11494.134732484818,0.014988156,0.001,1143,0.68
11505.169223546982,0.012599739,0.001,1144,0.7
11514.01566028595,0.016258078,0.001,1145,0.69
11524.992982625961,0.013075542,0.001,1146,0.71
11533.671924829483,0.012976079,0.001,1147,0.69
11544.80077958107,0.019570688,0.001,1148,0.7
11553.265263795853,0.05553008,0.001,1149,0.71
11561.038243055344,0.054324035,0.001,1150,0.69
11572.01518201828,0.053215884,0.001,1151,0.71
