time,step,num_samples,last_send,last_bcast,last_exit,sleep_time,compute_time,compute_time_master
8.821487426757812e-06,1,256.0,-1.0,-1.0,-1.0,0.0,3.5035178661346436,7.62939453125e-06
0.21841144561767578,2,256.0,0.00936126708984375,0.043623924255371094,0.0010638236999511719,0.0,0.06782793998718262,1.5974044799804688e-05
0.4488997459411621,3,256.0,0.10429501533508301,0.1428213119506836,0.0007073879241943359,0.0,0.06778931617736816,1.0967254638671875e-05
0.6706609725952148,4,256.0,0.019008636474609375,0.13472795486450195,0.0005729198455810547,0.0,0.0687568187713623,1.3828277587890625e-05
0.9038419723510742,5,256.0,0.018712520599365234,0.14587855339050293,0.002196788787841797,0.0,0.06994819641113281,1.0728836059570312e-05
1.1220173835754395,6,256.0,0.014140605926513672,0.1313321590423584,0.0009484291076660156,0.0,0.07084369659423828,1.8358230590820312e-05
1.335188627243042,7,256.0,0.01601386070251465,0.1274881362915039,0.0033469200134277344,0.0,0.06768274307250977,1.239776611328125e-05
1.5439908504486084,8,256.0,0.013736248016357422,0.12762141227722168,0.003190755844116211,0.0,0.06705141067504883,1.9550323486328125e-05
1.7609870433807373,9,256.0,0.011902093887329102,0.13325095176696777,0.0028176307678222656,0.0,0.06708192825317383,1.6450881958007812e-05
1.9867045879364014,10,256.0,0.013887166976928711,0.13845396041870117,0.0007603168487548828,0.0,0.07142257690429688,1.1682510375976562e-05
2.212665319442749,11,256.0,0.014083147048950195,0.13769793510437012,0.003001689910888672,0.0,0.06971454620361328,2.193450927734375e-05
2.4213216304779053,12,256.0,0.015503168106079102,0.12580323219299316,0.002863168716430664,0.0,0.06657195091247559,1.239776611328125e-05
2.6347272396087646,13,256.0,0.013435125350952148,0.12941288948059082,0.0019011497497558594,0.0,0.0672602653503418,1.1205673217773438e-05
2.8453216552734375,14,256.0,0.014812707901000977,0.1262056827545166,0.003683328628540039,0.0,0.06714367866516113,1.1444091796875e-05
