time,step,loss,learning_rate,accuracy
3.250429391860962,1,6.933508,0.1,0.0078125
3.620281457901001,2,6.9104023,0.1,0.0
3.994178533554077,3,6.8808875,0.1,0.0
4.3618035316467285,4,6.8961926,0.1,0.0
4.72791051864624,5,6.8937693,0.1,0.0
5.098390340805054,6,6.896953,0.1,0.0
5.470447540283203,7,6.8491383,0.1,0.0
5.846134185791016,8,6.949402,0.1,0.0
6.215262413024902,9,6.9027157,0.1,0.0
6.583104848861694,10,6.9066644,0.1,0.0
6.950547218322754,11,6.8911395,0.1,0.0
7.330040693283081,12,6.8918295,0.1,0.0
7.708047389984131,13,6.920572,0.1,0.0
8.075124263763428,14,6.8597374,0.1,0.0
8.439081907272339,15,6.832083,0.1,0.0
8.815088748931885,16,6.9011755,0.1,0.0
9.183502912521362,17,6.8712635,0.1,0.0
9.546617984771729,18,6.8815675,0.1,0.0078125
9.91168999671936,19,6.89828,0.1,0.0
10.275727272033691,20,6.9009256,0.1,0.0
10.644882678985596,21,6.9043374,0.1,0.0
11.014174699783325,22,6.8889465,0.1,0.0
11.450973272323608,23,6.881489,0.1,0.0
11.833151578903198,24,6.881217,0.1,0.0078125
12.205247163772583,25,6.874973,0.1,0.0
12.568536281585693,26,6.9195557,0.1,0.0078125
12.941765785217285,27,6.8688354,0.1,0.0
13.302161455154419,28,6.8939238,0.1,0.0078125
13.680245161056519,29,6.8319783,0.1,0.0078125
14.051795482635498,30,6.8390617,0.1,0.0
14.425257205963135,31,6.87258,0.1,0.015625
14.79574203491211,32,6.843212,0.1,0.0
15.167392253875732,33,6.8573313,0.1,0.0
15.534456014633179,34,6.8521223,0.1,0.0
15.90520191192627,35,6.903837,0.1,0.0
16.275827646255493,36,6.8142185,0.1,0.0
16.639467477798462,37,6.86296,0.1,0.0
17.000646352767944,38,6.8975325,0.1,0.0
17.36842441558838,39,6.872875,0.1,0.0
17.727617502212524,40,6.8637156,0.1,0.0
18.09077787399292,41,6.8842926,0.1,0.0
18.464157342910767,42,6.841097,0.1,0.0
18.884387016296387,43,6.868729,0.1,0.0
19.25333857536316,44,6.8033247,0.1,0.0
19.627538442611694,45,6.8818984,0.1,0.0
20.010128259658813,46,6.8833666,0.1,0.0
20.380940198898315,47,6.859977,0.1,0.0
20.744755744934082,48,6.835044,0.1,0.0
21.141201734542847,49,6.875496,0.1,0.0
21.520917177200317,50,6.847081,0.1,0.0
21.88397741317749,51,6.873473,0.1,0.0234375
22.24666976928711,52,6.8236623,0.1,0.0078125
22.610695600509644,53,6.8617563,0.1,0.0
22.98092246055603,54,6.827924,0.1,0.0078125
23.348122596740723,55,6.8706226,0.1,0.0
23.71354103088379,56,6.864083,0.1,0.0
24.095808267593384,57,6.8512964,0.1,0.0078125
24.487743854522705,58,6.87068,0.1,0.0
24.86859965324402,59,6.845933,0.1,0.0078125
25.23903179168701,60,6.9118347,0.1,0.0
25.61475920677185,61,6.8534155,0.1,0.0
25.981226921081543,62,6.8293056,0.1,0.015625
26.34292435646057,63,6.8437686,0.1,0.0
26.70915412902832,64,6.812957,0.1,0.0
27.06951355934143,65,6.889258,0.1,0.0078125
27.429510354995728,66,6.861019,0.1,0.0078125
27.801010131835938,67,6.8345957,0.1,0.0078125
28.16521120071411,68,6.8419256,0.1,0.0
28.525779724121094,69,6.8410587,0.1,0.0078125
28.888933658599854,70,6.853079,0.1,0.0
29.261754274368286,71,6.8538885,0.1,0.0
29.632744312286377,72,6.843873,0.1,0.0
29.993441104888916,73,6.8291016,0.1,0.0
30.35434103012085,74,6.8351307,0.1,0.0
30.71855664253235,75,6.8878384,0.1,0.0078125
31.085038900375366,76,6.780214,0.1,0.0078125
31.457485675811768,77,6.8264093,0.1,0.0
31.821001768112183,78,6.792658,0.1,0.0
32.18635392189026,79,6.8330984,0.1,0.0
32.56516098976135,80,6.876714,0.1,0.0
32.93172645568848,81,6.8700695,0.1,0.0078125
33.298423528671265,82,6.876176,0.1,0.0
33.65962862968445,83,6.8815165,0.1,0.0078125
34.0188353061676,84,6.8297443,0.1,0.0078125
34.38091683387756,85,6.8179893,0.1,0.0
34.75423002243042,86,6.8561134,0.1,0.0
35.11825180053711,87,6.8333187,0.1,0.0
35.48990178108215,88,6.8393335,0.1,0.0
35.854013442993164,89,6.8414283,0.1,0.0
36.21571326255798,90,6.752229,0.1,0.0078125
36.5857629776001,91,6.8356953,0.1,0.0
36.953378677368164,92,6.866777,0.1,0.0
37.325252532958984,93,6.854865,0.1,0.0
37.70242381095886,94,6.9130173,0.1,0.0078125
38.070223569869995,95,6.844325,0.1,0.0
38.43462634086609,96,6.856203,0.1,0.0
38.798131465911865,97,6.900222,0.1,0.0
39.170239210128784,98,6.8733354,0.1,0.0
39.536229610443115,99,6.8467665,0.1,0.0078125
39.89908576011658,100,6.8183403,0.1,0.0
40.26833772659302,101,6.83161,0.1,0.0
40.63320326805115,102,6.772794,0.1,0.0078125
40.993427991867065,103,6.861577,0.1,0.0
41.37130045890808,104,6.777525,0.1,0.0
41.7347948551178,105,6.806204,0.1,0.0078125
42.107436656951904,106,6.854236,0.1,0.015625
42.46862006187439,107,6.8568115,0.1,0.0
42.83217167854309,108,6.818043,0.1,0.0
43.202760457992554,109,6.8431764,0.1,0.0
43.56963276863098,110,6.7577133,0.1,0.0
43.94382166862488,111,6.8417706,0.1,0.0
44.30929112434387,112,6.8388267,0.1,0.0
44.68290686607361,113,6.7917957,0.1,0.0078125
45.05537748336792,114,6.7950916,0.1,0.0078125
45.419206619262695,115,6.7697935,0.1,0.0078125
45.786447048187256,116,6.772285,0.1,0.0
46.15379476547241,117,6.768485,0.1,0.0
46.52479672431946,118,6.787087,0.1,0.0
46.88848876953125,119,6.8351097,0.1,0.0
47.26224446296692,120,6.774496,0.1,0.0
47.63104772567749,121,6.8268824,0.1,0.0078125
47.99947190284729,122,6.7974224,0.1,0.0
48.3747341632843,123,6.7751284,0.1,0.0
48.740381717681885,124,6.7918425,0.1,0.0
49.108484983444214,125,6.8194437,0.1,0.0
49.473084926605225,126,6.772975,0.1,0.015625
49.84400391578674,127,6.809781,0.1,0.0
50.204310178756714,128,6.817782,0.1,0.0
50.56660485267639,129,6.7725067,0.1,0.0078125
50.932772159576416,130,6.7935505,0.1,0.0
51.30906391143799,131,6.8149614,0.1,0.0
51.67843151092529,132,6.8085394,0.1,0.0
52.042064905166626,133,6.743222,0.1,0.0
52.41021013259888,134,6.6934357,0.1,0.0
52.7820611000061,135,6.740953,0.1,0.0
53.14973974227905,136,6.7244887,0.1,0.0078125
53.5216748714447,137,6.765152,0.1,0.0078125
53.88989615440369,138,6.7081633,0.1,0.0
54.26249885559082,139,6.7627125,0.1,0.0078125
54.632376194000244,140,6.6305947,0.1,0.0
54.994436264038086,141,6.752158,0.1,0.015625
55.36703634262085,142,6.7556896,0.1,0.0078125
55.72787165641785,143,6.7506866,0.1,0.0078125
56.0883309841156,144,6.6285286,0.1,0.0
56.44930863380432,145,6.7365146,0.1,0.0
56.81205892562866,146,6.684929,0.1,0.0078125
57.18045210838318,147,6.715714,0.1,0.0
57.5485942363739,148,6.7958646,0.1,0.0
57.917335987091064,149,6.739184,0.1,0.0078125
58.28277063369751,150,6.689949,0.1,0.015625
58.65300941467285,151,6.767985,0.1,0.0
59.024354219436646,152,6.807333,0.1,0.0
59.38782095909119,153,6.724641,0.1,0.0
59.75421404838562,154,6.696621,0.1,0.0
60.11416292190552,155,6.697014,0.1,0.0
60.474807262420654,156,6.7070527,0.1,0.0
60.844574213027954,157,6.651111,0.1,0.0
61.21015906333923,158,6.7210627,0.1,0.0
61.584367513656616,159,6.6968317,0.1,0.0
61.95475387573242,160,6.769162,0.1,0.0078125
62.316967725753784,161,6.744647,0.1,0.0
