time,learning_rate,loss,step,accuracy
5298.203225135803,0.00048398238,0.5328616,518,0.63
5309.319795370102,0.00048398238,0.72384727,519,0.72
5320.522407054901,0.00048398238,0.5804488,520,0.66
5328.632592916489,0.00048398238,0.6248388,521,0.59
5339.953129291534,0.00048398238,0.87505674,522,0.56
5350.296772956848,0.00048398238,0.8602964,523,0.71
5361.683221340179,0.00048398238,0.59483945,524,0.63
5368.330300807953,0.00048398238,0.5985269,525,0.69
5376.35822224617,0.00048398238,0.5543512,526,0.65
5384.621918439865,0.00048398238,0.65239024,527,0.67
5395.178230047226,0.00048398238,0.6074481,528,0.7
5405.978020191193,0.00048398238,0.50503904,529,0.67
5413.286540746689,0.00048398238,0.6280275,530,0.64
5421.20073390007,0.00048398238,0.66342044,531,0.59
5432.050167560577,0.00048398238,0.55202395,532,0.67
5443.587025165558,0.00048398238,0.50137246,533,0.69
5452.071459770203,0.00048398238,0.43352845,534,0.63
5463.326175451279,0.00048398238,0.61684537,535,0.72
5474.597520112991,0.00048398238,0.55844027,536,0.67
5485.671583652496,0.00048398238,0.4551455,537,0.65
5496.815346479416,0.00048398238,0.536672,538,0.67
5507.703779220581,0.00048398238,0.5147162,539,0.64
5516.154160022736,0.00048398238,0.421821,540,0.71
5527.274321317673,0.00048398238,0.4388352,541,0.68
5538.214989185333,0.00048398238,0.40019438,542,0.68
5549.300540447235,0.00048398238,0.40206048,543,0.73
5560.352667331696,0.00048398238,0.3880499,544,0.6
5570.855349063873,0.00048398238,0.46744406,545,0.74
5581.485068798065,0.00048398238,0.4006448,546,0.65
5592.816047668457,0.00048398238,0.46492407,547,0.71
5600.601089477539,0.00048398238,0.6245159,548,0.59
5608.369031906128,0.00048398238,0.6480829,549,0.59
5616.501777172089,0.00048398238,0.736988,550,0.68
5624.4559445381165,0.0004501036,0.36459684,551,0.7
5635.555185556412,0.0004501036,0.37443796,552,0.67
5643.863551855087,0.0004501036,0.36775526,553,0.72
5655.054164886475,0.0004501036,0.29493925,554,0.6
5666.212198972702,0.0004501036,0.3173402,555,0.73
5672.57822394371,0.0004501036,0.464553,556,0.63
5683.414849996567,0.0004501036,0.30980036,557,0.72
5694.164644479752,0.0004501036,0.36997828,558,0.59
5704.620113134384,0.0004501036,0.4285373,559,0.71
5716.026437520981,0.0004501036,0.4688627,560,0.7
5724.062579631805,0.0004501036,0.3322626,561,0.63
5735.042937278748,0.0004501036,0.43010736,562,0.67
5742.8495943546295,0.0004501036,0.48711404,563,0.7
5750.639501333237,0.0004501036,0.35644937,564,0.71
5761.785335302353,0.0004501036,0.3909264,565,0.64
5773.136405467987,0.0004501036,0.35327855,566,0.69
5783.974104642868,0.0004501036,0.48690766,567,0.67
5794.225351572037,0.0004501036,0.31315595,568,0.72
5802.392048835754,0.0004501036,0.36530322,569,0.65
5810.499551296234,0.0004501036,0.35745618,570,0.76
5818.508174419403,0.0004501036,0.26880473,571,0.66
5829.425151586533,0.0004501036,0.25007606,572,0.73
5837.702363491058,0.0004501036,0.33609277,573,0.67
5849.263431549072,0.0004501036,0.44977352,574,0.65
5860.5912454128265,0.0004501036,0.5270621,575,0.54
5868.23429608345,0.0004501036,0.6307347,576,0.68
5879.31337761879,0.0004501036,0.65385985,577,0.63
5890.634942531586,0.0004501036,0.49561867,578,0.74
5898.676245927811,0.0004501036,0.43364054,579,0.68
5910.150562047958,0.0004501036,0.4490908,580,0.69
5921.263389110565,0.0004501036,0.43879116,581,0.7
5932.35932803154,0.0004501036,0.44406986,582,0.68
5943.388779401779,0.0004501036,0.39525497,583,0.7
5954.451493024826,0.0004501036,0.34007132,584,0.66
5962.380752086639,0.0004501036,0.48603356,585,0.72
5973.796024084091,0.0004501036,0.3737016,586,0.64
5985.315148830414,0.0004501036,0.45267722,587,0.72
5995.694023370743,0.0004501036,0.36272383,588,0.66
6005.905117273331,0.0004501036,0.38281906,589,0.69
6014.120695590973,0.0004501036,0.36955228,590,0.67
6022.45361161232,0.0004501036,0.40127197,591,0.6
6030.461396217346,0.0004501036,0.46622923,592,0.68
6041.924597024918,0.0004501036,0.31902108,593,0.72
6052.834890365601,0.0004501036,0.36904198,594,0.67
6064.347294092178,0.0004501036,0.2397173,595,0.7
6072.764504909515,0.0004501036,0.28216842,596,0.69
6081.186724662781,0.0004501036,0.30357227,597,0.7
6089.071769237518,0.0004501036,0.3199149,598,0.64
6100.104526042938,0.0004501036,0.3402701,599,0.7
6110.968811750412,0.0004501036,0.39680898,600,0.62
6122.120292663574,0.00041859635,0.48094946,601,0.72
6133.470563173294,0.00041859635,0.32741106,602,0.69
6144.503273963928,0.00041859635,0.34435043,603,0.68
6155.559542894363,0.00041859635,0.25419566,604,0.7
6166.546658754349,0.00041859635,0.25226647,605,0.7
6174.831834554672,0.00041859635,0.27571943,606,0.68
6186.115575551987,0.00041859635,0.2875332,607,0.63
6196.730124950409,0.00041859635,0.4462793,608,0.62
6207.390937805176,0.00041859635,0.49164602,609,0.65
6215.881001234055,0.00041859635,0.3889819,610,0.68
6227.0449051856995,0.00041859635,0.2398162,611,0.68
6238.038021564484,0.00041859635,0.39293933,612,0.67
6245.831648349762,0.00041859635,0.31863734,613,0.67
6257.139109134674,0.00041859635,0.21189994,614,0.68
6268.173398733139,0.00041859635,0.27377594,615,0.68
6276.689391374588,0.00041859635,0.21503597,616,0.72
6287.567966938019,0.00041859635,0.23230053,617,0.71
6298.217112541199,0.00041859635,0.22741306,618,0.7
6306.400505781174,0.00041859635,0.1852774,619,0.71
6317.133187294006,0.00041859635,0.1856479,620,0.7
6325.246299266815,0.00041859635,0.24765453,621,0.62
6333.574270486832,0.00041859635,0.34898442,622,0.7
6344.779388189316,0.00041859635,0.57615197,623,0.63
6356.043132305145,0.00041859635,0.41351032,624,0.69
6367.010759592056,0.00041859635,0.23593116,625,0.67
6377.755103826523,0.00041859635,0.2781575,626,0.74
6388.831840515137,0.00041859635,0.16175127,627,0.69
6400.285123586655,0.00041859635,0.18723866,628,0.73
6406.63826084137,0.00041859635,0.1677073,629,0.68
6414.351676464081,0.00041859635,0.18397723,630,0.73
6425.213146686554,0.00041859635,0.2089336,631,0.65
6435.9266657829285,0.00041859635,0.26310152,632,0.7
6447.337692975998,0.00041859635,0.2970128,633,0.62
6458.1113522052765,0.00041859635,0.47043356,634,0.71
6469.117006778717,0.00041859635,0.3518898,635,0.64
6479.43686580658,0.00041859635,0.20308517,636,0.71
6490.203791379929,0.00041859635,0.27991164,637,0.66
6500.8061537742615,0.00041859635,0.19146071,638,0.73
6511.279585361481,0.00041859635,0.1671778,639,0.69
6518.801451683044,0.00041859635,0.15792963,640,0.68
6529.502098083496,0.00041859635,0.22120263,641,0.69
6540.745205402374,0.00041859635,0.21676317,642,0.65
6551.626843929291,0.00041859635,0.24346712,643,0.67
6562.935750722885,0.00041859635,0.13427244,644,0.7
6573.777092695236,0.00041859635,0.20322374,645,0.68
6584.802852869034,0.00041859635,0.14167999,646,0.74
6595.164544582367,0.00041859635,0.17007385,647,0.66
6606.347495317459,0.00041859635,0.15645862,648,0.72
6614.389693975449,0.00041859635,0.13798729,649,0.67
6622.357667922974,0.00041859635,0.16015652,650,0.72
6633.6508049964905,0.0003892946,0.13628124,651,0.65
6644.60728597641,0.0003892946,0.14648592,652,0.72
6655.346102714539,0.0003892946,0.20227027,653,0.67
6663.251219511032,0.0003892946,0.14864035,654,0.71
6674.738469362259,0.0003892946,0.13948435,655,0.63
6685.64347910881,0.0003892946,0.2044838,656,0.69
6697.0907826423645,0.0003892946,0.15195704,657,0.69
6708.298307418823,0.0003892946,0.20829798,658,0.69
6719.750903129578,0.0003892946,0.15351422,659,0.68
6730.591304540634,0.0003892946,0.118319236,660,0.68
6741.3647377491,0.0003892946,0.14061989,661,0.69
6749.524515867233,0.0003892946,0.13033693,662,0.69
6760.427465677261,0.0003892946,0.23366907,663,0.68
6771.4811062812805,0.0003892946,0.17939714,664,0.64
6782.3727395534515,0.0003892946,0.17492655,665,0.71
6793.269166231155,0.0003892946,0.23397562,666,0.68
6804.013791799545,0.0003892946,0.20880698,667,0.73
6814.598747730255,0.0003892946,0.48153305,668,0.63
6822.600075960159,0.0003892946,0.32313624,669,0.66
6833.318341016769,0.0003892946,0.48937282,670,0.6
6841.2391357421875,0.0003892946,0.31727856,671,0.74
6852.07964682579,0.0003892946,0.19227521,672,0.73
6862.34188914299,0.0003892946,0.099533774,673,0.76
6871.045303344727,0.0003892946,0.090879485,674,0.71
6882.207453250885,0.0003892946,0.10736916,675,0.71
6893.59640955925,0.0003892946,0.108680636,676,0.66
6904.679109573364,0.0003892946,0.11077429,677,0.75
6913.208539485931,0.0003892946,0.14184694,678,0.65
6924.123532772064,0.0003892946,0.22954719,679,0.74
6931.788019418716,0.0003892946,0.15223008,680,0.65
6942.2646725177765,0.0003892946,0.22153111,681,0.75
6953.335461616516,0.0003892946,0.11794929,682,0.7
6964.110087394714,0.0003892946,0.12525538,683,0.74
6974.9842965602875,0.0003892946,0.09290489,684,0.67
6985.2906749248505,0.0003892946,0.09316115,685,0.72
6995.477818489075,0.0003892946,0.13723,686,0.67
7004.033082008362,0.0003892946,0.14977552,687,0.72
7012.009207725525,0.0003892946,0.08916308,688,0.66
7022.608102321625,0.0003892946,0.10477572,689,0.73
7033.743271589279,0.0003892946,0.085084274,690,0.68
7041.347867965698,0.0003892946,0.07664774,691,0.7
7052.425815343857,0.0003892946,0.08850188,692,0.75
7063.31219792366,0.0003892946,0.08866275,693,0.72
7074.413182258606,0.0003892946,0.07171388,694,0.76
7084.994660377502,0.0003892946,0.0701214,695,0.7
7095.585650205612,0.0003892946,0.0757185,696,0.73
7103.469956636429,0.0003892946,0.08400054,697,0.64
7111.540663957596,0.0003892946,0.5139164,698,0.6
7119.8087458610535,0.0003892946,0.42271766,699,0.73
7130.481859445572,0.0003892946,0.6093255,700,0.64
7138.767523050308,0.000362044,0.60480684,701,0.71
7146.308390140533,0.000362044,0.47426465,702,0.66
7157.329961538315,0.000362044,0.14282635,703,0.7
7165.508743524551,0.000362044,0.10998636,704,0.73
7176.509992837906,0.000362044,0.16074142,705,0.74
7187.136261463165,0.000362044,0.094133966,706,0.72
7197.912766695023,0.000362044,0.0856076,707,0.72
7205.467673063278,0.000362044,0.08735983,708,0.74
7216.20639872551,0.000362044,0.09803207,709,0.74
7227.625425815582,0.000362044,0.105469316,710,0.73
7238.231625080109,0.000362044,0.062018,711,0.71
7246.702038764954,0.000362044,0.08752654,712,0.74
7257.7055406570435,0.000362044,0.073700465,713,0.74
7265.923521757126,0.000362044,0.102007724,714,0.69
7276.325352430344,0.000362044,0.07947475,715,0.77
7284.682259082794,0.000362044,0.12557392,716,0.66
7295.904339790344,0.000362044,0.22510743,717,0.73
7306.9885132312775,0.000362044,0.21830405,718,0.66
7318.150835514069,0.000362044,0.10507663,719,0.74
7328.7428431510925,0.000362044,0.12657924,720,0.76
7339.661149024963,0.000362044,0.10251029,721,0.73
7350.306545257568,0.000362044,0.041330624,722,0.74
7358.025981426239,0.000362044,0.07259006,723,0.73
7369.232744216919,0.000362044,0.08881855,724,0.72
7380.333953619003,0.000362044,0.06918265,725,0.72
7390.887887239456,0.000362044,0.10148929,726,0.69
7401.9726095199585,0.000362044,0.14048819,727,0.71
7409.444607019424,0.000362044,0.2816322,728,0.7
7420.436223268509,0.000362044,0.28778994,729,0.72
7428.577407836914,0.000362044,0.1778707,730,0.7
7439.721609592438,0.000362044,0.15353589,731,0.72
7450.4140188694,0.000362044,0.2462337,732,0.66
7461.053520679474,0.000362044,0.30140236,733,0.7
7472.121310949326,0.000362044,0.18280788,734,0.71
7480.577508211136,0.000362044,0.114009835,735,0.74
7491.480908632278,0.000362044,0.041744206,736,0.74
7502.082142591476,0.000362044,0.06308445,737,0.73
7510.055945396423,0.000362044,0.047427375,738,0.73
7518.34041595459,0.000362044,0.06206184,739,0.75
7526.466835021973,0.000362044,0.04697546,740,0.74
7534.621208667755,0.000362044,0.04220666,741,0.74
7545.691347122192,0.000362044,0.032522477,742,0.72
7552.938943862915,0.000362044,0.05986283,743,0.74
7563.326269388199,0.000362044,0.030575002,744,0.76
7573.7989337444305,0.000362044,0.0323349,745,0.73
7584.455960035324,0.000362044,0.05260446,746,0.73
7595.238830327988,0.000362044,0.029279042,747,0.68
7603.138516426086,0.000362044,0.0756873,748,0.72
7614.030494213104,0.000362044,0.15092275,749,0.59
7622.280924797058,0.000362044,0.22605509,750,0.68
7633.5506682395935,0.00033670093,0.37856403,751,0.65
7641.80471777916,0.00033670093,0.0694739,752,0.75
7652.384232282639,0.00033670093,0.21637554,753,0.66
7659.793910264969,0.00033670093,0.065583214,754,0.76
7667.858549118042,0.00033670093,0.035769988,755,0.71
7675.783500671387,0.00033670093,0.044766977,756,0.72
7683.916425228119,0.00033670093,0.03344565,757,0.72
7691.493200540543,0.00033670093,0.03661989,758,0.68
7702.397459983826,0.00033670093,0.034394186,759,0.72
7709.883442163467,0.00033670093,0.02712935,760,0.68
7720.15310883522,0.00033670093,0.02628919,761,0.76
7731.181787014008,0.00033670093,0.030168893,762,0.68
7741.807464361191,0.00033670093,0.03273952,763,0.72
7752.692618846893,0.00033670093,0.05085449,764,0.68
7763.656808853149,0.00033670093,0.060209226,765,0.71
7774.311635255814,0.00033670093,0.06516129,766,0.63
7781.973223686218,0.00033670093,0.32847744,767,0.73
7793.270851135254,0.00033670093,0.18646745,768,0.69
7804.366450309753,0.00033670093,0.10123403,769,0.69
7811.392208576202,0.00033670093,0.094239585,770,0.69
7822.255782842636,0.00033670093,0.053511754,771,0.73
7833.426785707474,0.00033670093,0.030141167,772,0.74
7843.868095636368,0.00033670093,0.023754569,773,0.74
7854.975845336914,0.00033670093,0.030169375,774,0.72
7865.950718402863,0.00033670093,0.031114403,775,0.72
7873.700013399124,0.00033670093,0.02266065,776,0.72
7884.557337522507,0.00033670093,0.03138956,777,0.71
7895.144040822983,0.00033670093,0.018585807,778,0.73
7902.301970481873,0.00033670093,0.018141208,779,0.72
7913.809881687164,0.00033670093,0.057952993,780,0.7
7924.7377915382385,0.00033670093,0.05981309,781,0.75
7936.131880998611,0.00033670093,0.04174189,782,0.73
7944.357438087463,0.00033670093,0.10746631,783,0.68
7952.655735492706,0.00033670093,0.18828778,784,0.66
7963.601807832718,0.00033670093,0.29375982,785,0.68
7974.600791215897,0.00033670093,0.21471865,786,0.7
7982.606236934662,0.00033670093,0.11776382,787,0.7
7993.281896114349,0.00033670093,0.1442361,788,0.69
8004.199282407761,0.00033670093,0.06650566,789,0.74
8012.325583934784,0.00033670093,0.0558865,790,0.68
8023.124566078186,0.00033670093,0.039173685,791,0.7
8034.013968706131,0.00033670093,0.055725697,792,0.72
8045.309544086456,0.00033670093,0.037742067,793,0.7
8056.010471105576,0.00033670093,0.029958889,794,0.71
8063.639301538467,0.00033670093,0.0489504,795,0.71
8074.8194971084595,0.00033670093,0.027060755,796,0.73
8085.989619255066,0.00033670093,0.054714017,797,0.7
8097.153143644333,0.00033670093,0.02484898,798,0.73
8108.390316724777,0.00033670093,0.04045484,799,0.68
8119.50496172905,0.00033670093,0.042280152,800,0.68
8130.26265835762,0.00031313187,0.04785997,801,0.72
8140.689573526382,0.00031313187,0.027339686,802,0.67
8151.48175740242,0.00031313187,0.058730476,803,0.72
8162.4712870121,0.00031313187,0.016324474,804,0.67
8169.450006723404,0.00031313187,0.03259515,805,0.69
8177.176919221878,0.00031313187,0.02902201,806,0.68
8185.219664812088,0.00031313187,0.042630337,807,0.69
8195.732618808746,0.00031313187,0.06488211,808,0.66
8206.662165880203,0.00031313187,0.09600538,809,0.68
8217.905200958252,0.00031313187,0.3646558,810,0.6
8229.085394620895,0.00031313187,0.24576052,811,0.72
8240.323400497437,0.00031313187,0.055044,812,0.69
8250.870280981064,0.00031313187,0.08152756,813,0.74
8262.136726617813,0.00031313187,0.037944958,814,0.68
8273.021100521088,0.00031313187,0.056150902,815,0.72
8284.59907913208,0.00031313187,0.01786523,816,0.71
8292.7129342556,0.00031313187,0.017957086,817,0.7
8300.649619817734,0.00031313187,0.02242359,818,0.7
8309.12598490715,0.00031313187,0.019527985,819,0.72
8320.440576076508,0.00031313187,0.024315573,820,0.73
8332.304887533188,0.00031313187,0.017617954,821,0.72
8339.942605257034,0.00031313187,0.011278054,822,0.71
8351.006240606308,0.00031313187,0.021600833,823,0.71
8361.571794509888,0.00031313187,0.01654343,824,0.71
8371.988731622696,0.00031313187,0.012487002,825,0.67
8380.20538854599,0.00031313187,0.012126631,826,0.73
8391.476798772812,0.00031313187,0.010941305,827,0.69
8399.666214704514,0.00031313187,0.019708762,828,0.73
8409.894342899323,0.00031313187,0.04582275,829,0.7
8418.699939012527,0.00031313187,0.017741835,830,0.75
8429.76742696762,0.00031313187,0.027163047,831,0.72
8437.826407194138,0.00031313187,0.013859396,832,0.74
8449.02365064621,0.00031313187,0.022906173,833,0.7
8460.454105377197,0.00031313187,0.020112019,834,0.73
8468.601724147797,0.00031313187,0.046438172,835,0.7
8478.829211950302,0.00031313187,0.060579065,836,0.68
8490.113507986069,0.00031313187,0.12515493,837,0.61
8501.303074359894,0.00031313187,0.41502747,838,0.7
8512.23462319374,0.00031313187,0.23378742,839,0.7
8523.03810763359,0.00031313187,0.23871635,840,0.66
8531.22432565689,0.00031313187,0.05316695,841,0.7
8538.696256637573,0.00031313187,0.012473705,842,0.74
8549.714064836502,0.00031313187,0.017420644,843,0.7
8557.957324504852,0.00031313187,0.022393331,844,0.7
8568.955847501755,0.00031313187,0.010880055,845,0.69
8579.954442739487,0.00031313187,0.007921462,846,0.7
8590.285564422607,0.00031313187,0.014999003,847,0.73
8601.197546482086,0.00031313187,0.016173087,848,0.73
8609.910120010376,0.00031313187,0.011124521,849,0.72
8620.930661916733,0.00031313187,0.010853858,850,0.72
8628.970426797867,0.00029121264,0.016861085,851,0.73
8635.48351073265,0.00029121264,0.009549213,852,0.72
8646.3850440979,0.00029121264,0.017557088,853,0.73
8657.050244808197,0.00029121264,0.021088002,854,0.69
8667.810896635056,0.00029121264,0.007049259,855,0.7
8678.836369037628,0.00029121264,0.010900332,856,0.7
8686.684110403061,0.00029121264,0.004554641,857,0.72
8697.135921239853,0.00029121264,0.013500607,858,0.73
8704.717202425003,0.00029121264,0.006730654,859,0.7
8715.838869571686,0.00029121264,0.008039327,860,0.76
8726.890263795853,0.00029121264,0.014267988,861,0.71
8738.476832866669,0.00029121264,0.011319828,862,0.75
8749.048862457275,0.00029121264,0.010108743,863,0.7
8760.109797000885,0.00029121264,0.01921196,864,0.71
8768.070455312729,0.00029121264,0.017860908,865,0.72
8778.929013252258,0.00029121264,0.005228179,866,0.71
8789.656725168228,0.00029121264,0.010735228,867,0.7
8800.383021116257,0.00029121264,0.020178813,868,0.67
8808.699297189713,0.00029121264,0.017309438,869,0.7
8819.454107761383,0.00029121264,0.17281517,870,0.61
8830.705409049988,0.00029121264,0.43405133,871,0.72
8842.087829351425,0.00029121264,0.17753692,872,0.68
8853.197323322296,0.00029121264,0.053980738,873,0.68
8864.244068145752,0.00029121264,0.03209667,874,0.72
8875.265580415726,0.00029121264,0.00791754,875,0.72
8886.129210948944,0.00029121264,0.023800366,876,0.71
8894.470420122147,0.00029121264,0.014414916,877,0.72
8901.811772823334,0.00029121264,0.014327612,878,0.71
8912.143638134003,0.00029121264,0.019220844,879,0.7
8923.023670434952,0.00029121264,0.01573359,880,0.72
8930.715121030807,0.00029121264,0.011432031,881,0.72
8941.987169265747,0.00029121264,0.007629939,882,0.71
8952.735351324081,0.00029121264,0.012960424,883,0.7
8964.023460149765,0.00029121264,0.009306618,884,0.74
8972.176474571228,0.00029121264,0.0057569374,885,0.72
8983.219475984573,0.00029121264,0.014785761,886,0.7
8993.800725460052,0.00029121264,0.011556425,887,0.73
9004.987871170044,0.00029121264,0.0044291806,888,0.71
9015.752705812454,0.00029121264,0.01674894,889,0.71
9023.618056058884,0.00029121264,0.019761473,890,0.73
9034.729873418808,0.00029121264,0.0075325314,891,0.71
9045.738222837448,0.00029121264,0.022295432,892,0.72
9054.009490013123,0.00029121264,0.013135847,893,0.71
9062.24094080925,0.00029121264,0.004835659,894,0.71
9073.250217437744,0.00029121264,0.010162323,895,0.71
9079.546535730362,0.00029121264,0.015352723,896,0.74
9087.554804325104,0.00029121264,0.008378472,897,0.72
9095.671344280243,0.00029121264,0.0141727375,898,0.72
9103.784064769745,0.00029121264,0.0150726475,899,0.74
9111.586904764175,0.00029121264,0.011388228,900,0.72
9122.596693754196,0.00027082776,0.023977896,901,0.7
9133.638815164566,0.00027082776,0.0063802195,902,0.7
9145.270563602448,0.00027082776,0.015976211,903,0.74
9153.664034366608,0.00027082776,0.0117224455,904,0.73
9165.00827741623,0.00027082776,0.02545487,905,0.72
9173.762924909592,0.00027082776,0.017111333,906,0.71
9184.610587120056,0.00027082776,0.031166062,907,0.71
9192.654236078262,0.00027082776,0.054060537,908,0.65
9203.857508897781,0.00027082776,0.112802565,909,0.69
9212.207993268967,0.00027082776,0.054409984,910,0.71
9222.755041599274,0.00027082776,0.05198404,911,0.75
9233.172483444214,0.00027082776,0.06380964,912,0.72
9244.249102115631,0.00027082776,0.02122866,913,0.73
9252.559438467026,0.00027082776,0.0057419594,914,0.71
9260.16772198677,0.00027082776,0.010168474,915,0.72
9268.362733125687,0.00027082776,0.013454909,916,0.72
9279.12307024002,0.00027082776,0.019302715,917,0.71
9287.176825284958,0.00027082776,0.008039656,918,0.71
9295.447313070297,0.00027082776,0.005039463,919,0.72
9306.367285251617,0.00027082776,0.02147754,920,0.73
9315.012575149536,0.00027082776,0.0042404477,921,0.74
9325.953537225723,0.00027082776,0.0068353065,922,0.73
9333.815740346909,0.00027082776,0.010314677,923,0.72
9344.441295862198,0.00027082776,0.033675995,924,0.73
9354.843419075012,0.00027082776,0.004851188,925,0.73
9360.799807071686,0.00027082776,0.0038623717,926,0.71
9371.30774307251,0.00027082776,0.0042747264,927,0.73
9381.201870679855,0.00027082776,0.01166414,928,0.71
9392.367426395416,0.00027082776,0.015445104,929,0.69
9401.069772005081,0.00027082776,0.00844804,930,0.71
9407.52310371399,0.00027082776,0.01629451,931,0.7
9415.921580314636,0.00027082776,0.21366177,932,0.61
9426.925943613052,0.00027082776,0.32448056,933,0.66
9433.586342096329,0.00027082776,0.14303696,934,0.71
9444.824901103973,0.00027082776,0.035263903,935,0.71
9455.912576675415,0.00027082776,0.014225698,936,0.7
9467.20273399353,0.00027082776,0.011512534,937,0.69
9474.813127279282,0.00027082776,0.011778231,938,0.71
9485.461403131485,0.00027082776,0.011962199,939,0.72
9496.689054250717,0.00027082776,0.031527143,940,0.71
9507.435984134674,0.00027082776,0.0065544858,941,0.7
9515.29073548317,0.00027082776,0.005519843,942,0.71
9523.286188364029,0.00027082776,0.011564471,943,0.7
9531.833062648773,0.00027082776,0.007162065,944,0.72
9543.22896528244,0.00027082776,0.004689824,945,0.7
9554.433672904968,0.00027082776,0.003511454,946,0.7
9562.370638847351,0.00027082776,0.007612486,947,0.72
9569.75614643097,0.00027082776,0.011640108,948,0.72
9580.633201599121,0.00027082776,0.0107562225,949,0.74
9592.003065109253,0.00027082776,0.007243494,950,0.72
9599.755375385284,0.00025186982,0.025316052,951,0.73
9607.483466148376,0.00025186982,0.0038225688,952,0.72
9617.907074928284,0.00025186982,0.01131295,953,0.73
9628.619813680649,0.00025186982,0.003521728,954,0.71
9639.676886320114,0.00025186982,0.025246061,955,0.72
9650.399744272232,0.00025186982,0.009278879,956,0.73
9661.383949279785,0.00025186982,0.020811701,957,0.71
9672.077038049698,0.00025186982,0.015163383,958,0.69
9682.891124486923,0.00025186982,0.0037712748,959,0.72
9693.638858556747,0.00025186982,0.006696508,960,0.72
9701.632025241852,0.00025186982,0.005032397,961,0.72
9712.46187877655,0.00025186982,0.0043727667,962,0.72
9723.379118919373,0.00025186982,0.0069684316,963,0.71
9732.429822206497,0.00025186982,0.008843842,964,0.69
9743.469131231308,0.00025186982,0.04925218,965,0.72
9751.386170387268,0.00025186982,0.018693428,966,0.68
9762.433068990707,0.00025186982,0.04695945,967,0.69
9773.112694263458,0.00025186982,0.10310257,968,0.6
9779.238855838776,0.00025186982,0.32145697,969,0.72
9790.320145606995,0.00025186982,0.095076315,970,0.72
9800.786545753479,0.00025186982,0.018003847,971,0.72
9812.179498672485,0.00025186982,0.03160362,972,0.74
9823.198247432709,0.00025186982,0.0068364087,973,0.71
9833.9443795681,0.00025186982,0.0044998117,974,0.72
9842.188041687012,0.00025186982,0.006549389,975,0.72
9850.63688659668,0.00025186982,0.004205073,976,0.72
9861.35292673111,0.00025186982,0.007973252,977,0.72
9872.770419836044,0.00025186982,0.002803859,978,0.71
9883.463935136795,0.00025186982,0.0051680105,979,0.73
9894.262382268906,0.00025186982,0.0074014794,980,0.73
9901.963366746902,0.00025186982,0.003956697,981,0.71
9912.701313257217,0.00025186982,0.006608972,982,0.72
9923.783512353897,0.00025186982,0.010706954,983,0.69
9934.586728334427,0.00025186982,0.010469457,984,0.7
9945.73107457161,0.00025186982,0.025448674,985,0.72
9953.706596374512,0.00025186982,0.0020395094,986,0.7
9964.853189468384,0.00025186982,0.0034269874,987,0.7
9973.135526657104,0.00025186982,0.004670222,988,0.7
9981.386190414429,0.00025186982,0.0042584264,989,0.7
9989.257145404816,0.00025186982,0.0053178202,990,0.72
10000.391859531403,0.00025186982,0.0048009376,991,0.71
10008.67194724083,0.00025186982,0.0050456002,992,0.69
10019.852757692337,0.00025186982,0.0146343075,993,0.71
10031.140612363815,0.00025186982,0.008462039,994,0.7
10042.056553125381,0.00025186982,0.0045783883,995,0.72
10053.013639688492,0.00025186982,0.0023972099,996,0.7
10064.074980020523,0.00025186982,0.0027772128,997,0.71
10075.284590482712,0.00025186982,0.0021806746,998,0.73
10083.076727867126,0.00025186982,0.0105864545,999,0.71
10093.923174619675,0.00025186982,0.016678046,1000,0.72
10102.479669094086,0.00023423892,0.013811269,1001,0.73
10113.30808520317,0.00023423892,0.0038503692,1002,0.73
10124.110605716705,0.00023423892,0.01826589,1003,0.7
10135.130915403366,0.00023423892,0.0036000188,1004,0.72
10146.154834270477,0.00023423892,0.008148919,1005,0.7
10157.031649589539,0.00023423892,0.004223329,1006,0.72
10168.002521038055,0.00023423892,0.0076197744,1007,0.72
10176.168436527252,0.00023423892,0.010400981,1008,0.76
10187.037233829498,0.00023423892,0.0012005401,1009,0.71
10197.974747657776,0.00023423892,0.0064930404,1010,0.73
10208.883998394012,0.00023423892,0.0073715923,1011,0.69
10219.715022802353,0.00023423892,0.0044518537,1012,0.73
10230.307757854462,0.00023423892,0.0027855905,1013,0.73
10241.417159080505,0.00023423892,0.0037635667,1014,0.73
10249.316385507584,0.00023423892,0.0038025547,1015,0.71
10260.88811993599,0.00023423892,0.0054207086,1016,0.74
10271.716930150986,0.00023423892,0.0051184683,1017,0.74
10282.695561885834,0.00023423892,0.0024494217,1018,0.75
10291.212039232254,0.00023423892,0.0047325003,1019,0.73
10299.07686328888,0.00023423892,0.012716505,1020,0.74
10309.93206357956,0.00023423892,0.0017220216,1021,0.72
10320.97372341156,0.00023423892,0.0021697031,1022,0.72
10328.932636260986,0.00023423892,0.0045890515,1023,0.73
10339.518647670746,0.00023423892,0.008910357,1024,0.67
10348.264998197556,0.00023423892,0.0640665,1025,0.71
10359.418086767197,0.00023423892,0.236901,1026,0.65
10365.429155349731,0.00023423892,0.12295887,1027,0.75
10376.320524692535,0.00023423892,0.072836794,1028,0.71
10387.782144069672,0.00023423892,0.015610139,1029,0.73
10395.798670768738,0.00023423892,0.001976678,1030,0.72
10406.999542713165,0.00023423892,0.00615609,1031,0.73
10417.596376895905,0.00023423892,0.026607037,1032,0.73
